user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,total_usage,week_usage_dff,addiction_level_encoded
U03582,18,Male,10.24,1.4,1.17,2.56,7.2,199,166,10.97,Low,No,Moderate,1,2.57,0.7300000000000004,2
U03583,30,Male,10.8,5.86,1.31,2.33,8.06,87,115,13.26,Medium,Yes,Severe,1,7.17,2.459999999999999,3
U03584,31,Other,3.19,1.57,3.48,3.51,8.16,99,170,5.45,Medium,No,Mild,0,5.05,2.2600000000000002,1
U03585,19,Female,7.92,4.8,3.75,4.97,5.02,139,96,9.71,Low,No,Moderate,1,8.55,1.790000000000001,2
U03586,18,Female,4.74,5.9,3.75,3.4,5.67,46,50,7.24,Medium,Yes,Moderate,1,9.65,2.5,2
U03587,19,Other,10.79,1.37,2.97,3.84,8.46,173,180,13.01,Medium,Yes,Moderate,1,4.34,2.2200000000000006,2
U03588,23,Male,3.76,1.59,3.97,4.42,5.99,132,170,5.79,Low,Yes,Mild,0,5.5600000000000005,2.0300000000000002,1
U03589,28,Female,6.61,4.8,3.41,3.56,5.09,83,29,8.06,Low,No,Severe,1,8.21,1.4500000000000002,3
U03590,34,Female,11.78,2.93,0.29,4.25,4.99,221,28,12.99,Low,No,Severe,1,3.22,1.2100000000000009,3
U03591,33,Other,11.59,5.98,2.42,4.92,7.45,184,66,13.95,High,Yes,Severe,1,8.4,2.3599999999999994,3
U03592,30,Female,7.31,3.07,2.36,3.09,5.98,135,164,10.26,Low,Yes,Moderate,1,5.43,2.95,2
U03593,26,Other,9.03,5.57,2.15,3.94,7.59,250,91,10.04,High,Yes,Severe,1,7.720000000000001,1.0099999999999998,3
U03594,32,Other,6.63,2.03,0.48,4.21,6.24,89,154,8.43,High,No,Mild,0,2.51,1.7999999999999998,1
U03595,33,Other,7.66,1.78,3.65,5.93,5.84,158,76,8.97,Low,No,Mild,0,5.43,1.3100000000000005,1
U03596,27,Other,10.11,1.93,1.12,3.02,6.54,112,91,11.29,High,Yes,Severe,1,3.05,1.1799999999999997,3
U03597,31,Other,3.57,3.81,1.01,5.05,5.23,141,85,6.33,Medium,No,None,0,4.82,2.7600000000000002,0
U03598,25,Female,8.5,5.62,1.53,0.54,6.52,63,158,11.35,Low,Yes,Severe,1,7.15,2.8499999999999996,3
U03599,34,Other,11.55,3.85,0.46,5.47,7.02,185,110,13.39,Medium,No,Moderate,1,4.3100000000000005,1.8399999999999999,2
U03600,33,Other,6.22,1.08,2.3,4.2,5.47,225,168,8.29,Medium,No,Moderate,1,3.38,2.0699999999999994,2
U03601,33,Female,9.22,2.17,2.71,2.67,5.6,215,137,11.66,Low,No,Moderate,1,4.88,2.4399999999999995,2
U03602,31,Male,9.58,4.54,3.4,2.76,6.32,79,72,11.99,Medium,Yes,Moderate,1,7.9399999999999995,2.41,2
U03603,18,Female,11.45,1.28,3.2,1.21,7.58,177,147,13.0,Low,No,Severe,1,4.48,1.5500000000000007,3
U03604,29,Female,10.28,2.02,1.95,0.67,5.91,120,91,11.45,Low,No,Severe,1,3.9699999999999998,1.17,3
U03605,21,Other,4.19,4.09,1.52,0.77,6.93,28,34,6.44,High,Yes,Severe,1,5.609999999999999,2.25,3
U03606,23,Other,7.79,5.54,3.16,3.74,8.2,110,78,10.44,Medium,Yes,Severe,1,8.7,2.6499999999999995,3
U03607,29,Male,6.59,2.84,1.68,0.72,8.67,173,58,9.28,Low,Yes,Moderate,1,4.52,2.6899999999999995,2
U03608,27,Female,3.13,2.0,3.81,5.6,7.37,103,146,5.35,High,Yes,Mild,0,5.8100000000000005,2.2199999999999998,1
U03609,34,Male,6.76,5.15,2.61,1.46,6.52,206,161,9.12,Low,Yes,Moderate,1,7.76,2.3599999999999994,2
U03610,28,Male,6.92,5.13,1.24,1.35,4.92,88,80,9.41,Medium,No,Severe,1,6.37,2.49,3
U03611,31,Male,10.82,4.45,3.78,5.36,8.29,203,108,11.45,Medium,No,Moderate,1,8.23,0.629999999999999,2
U03612,24,Male,3.7,2.19,2.55,5.66,8.96,247,77,5.87,High,No,Mild,0,4.74,2.17,1
U03613,24,Other,5.3,6.0,1.48,5.41,6.13,129,31,6.12,High,Yes,Moderate,1,7.48,0.8200000000000003,2
U03614,26,Female,9.64,2.76,2.7,2.9,5.86,33,34,12.32,High,Yes,Moderate,1,5.46,2.6799999999999997,2
U03615,24,Other,10.45,5.9,1.36,4.98,5.68,66,102,12.52,Medium,Yes,Severe,1,7.260000000000001,2.0700000000000003,3
U03616,18,Male,7.47,5.94,0.34,4.67,8.02,149,87,10.39,Medium,No,Moderate,1,6.28,2.920000000000001,2
U03617,26,Male,9.97,3.05,1.09,0.99,8.41,101,19,11.41,High,Yes,Severe,1,4.14,1.4399999999999995,3
U03618,29,Male,9.04,2.23,1.08,4.42,4.85,35,117,11.08,High,No,Moderate,1,3.31,2.040000000000001,2
U03619,29,Female,9.94,3.0,2.56,1.36,5.57,20,74,10.74,High,No,Severe,1,5.5600000000000005,0.8000000000000007,3
U03620,25,Other,11.69,3.78,1.0,5.41,7.91,160,19,13.91,Medium,Yes,Moderate,1,4.779999999999999,2.2200000000000006,2
U03621,23,Other,10.02,4.52,0.84,3.66,8.7,32,135,11.92,Low,Yes,Severe,1,5.359999999999999,1.9000000000000004,3
U03622,24,Male,8.24,5.17,0.96,1.99,7.79,181,68,11.1,High,Yes,Severe,1,6.13,2.8599999999999994,3
U03623,18,Female,11.04,4.25,3.08,2.52,6.06,205,112,13.59,High,No,Severe,1,7.33,2.5500000000000007,3
U03624,30,Male,10.17,4.53,1.77,4.3,8.25,227,73,12.16,High,No,Moderate,1,6.300000000000001,1.9900000000000002,2
U03625,18,Female,8.21,2.43,3.88,3.28,6.09,133,155,9.81,Low,Yes,Severe,1,6.3100000000000005,1.5999999999999996,3
U03626,23,Other,9.53,5.07,0.97,2.95,5.39,194,33,11.43,High,No,Severe,1,6.04,1.9000000000000004,3
U03627,34,Other,5.63,4.66,2.54,4.52,8.25,212,89,6.98,Medium,Yes,Severe,1,7.2,1.3500000000000005,3
U03628,30,Male,8.76,0.52,0.84,1.36,4.95,156,178,10.53,Medium,No,Severe,1,1.3599999999999999,1.7699999999999996,3
U03629,35,Female,10.84,4.15,0.14,2.38,8.92,52,26,11.97,High,Yes,Severe,1,4.29,1.1300000000000008,3
U03630,24,Other,8.23,3.98,3.3,5.56,5.63,146,63,10.26,Low,Yes,Severe,1,7.279999999999999,2.0299999999999994,3
U03631,26,Male,10.42,4.78,0.05,3.13,7.36,166,138,11.12,High,Yes,Moderate,1,4.83,0.6999999999999993,2
U03632,23,Female,3.52,1.58,1.59,5.5,7.25,186,33,5.86,High,No,None,0,3.17,2.3400000000000003,0
U03633,20,Male,11.81,4.77,1.57,4.14,5.74,36,22,13.53,High,Yes,Severe,1,6.34,1.7199999999999989,3
U03634,32,Male,6.07,2.52,3.95,4.39,6.95,47,64,6.6,Low,Yes,Moderate,1,6.470000000000001,0.5299999999999994,2
U03635,34,Other,4.99,1.0,0.63,3.63,4.71,234,141,6.23,High,No,Mild,0,1.63,1.2400000000000002,1
U03636,26,Male,4.9,0.71,1.51,4.92,5.17,239,75,5.64,Medium,Yes,None,0,2.2199999999999998,0.7399999999999993,0
U03637,27,Female,6.44,4.57,3.94,3.11,4.67,32,115,7.09,Medium,Yes,Severe,1,8.51,0.6499999999999995,3
U03638,34,Female,7.78,3.9,0.29,1.17,5.03,35,132,8.68,High,Yes,Moderate,1,4.1899999999999995,0.8999999999999995,2
U03639,35,Other,9.48,4.5,2.62,3.01,7.81,216,115,10.66,High,No,Severe,1,7.12,1.1799999999999997,3
U03640,29,Female,7.09,2.51,2.37,5.38,8.13,77,117,9.16,High,No,Moderate,1,4.88,2.0700000000000003,2
U03641,20,Female,10.5,0.61,2.33,3.9,7.28,234,175,11.54,Medium,No,Severe,1,2.94,1.0399999999999991,3
U03642,23,Female,4.95,0.74,0.02,2.24,5.46,87,69,5.51,High,Yes,None,0,0.76,0.5599999999999996,0
U03643,19,Other,3.02,1.35,3.81,3.08,6.02,134,103,4.03,High,No,Mild,0,5.16,1.0100000000000002,1
U03644,20,Male,11.54,1.66,0.56,0.94,6.62,229,51,14.09,High,Yes,Moderate,1,2.2199999999999998,2.5500000000000007,2
U03645,29,Other,7.56,0.99,3.21,1.46,6.25,77,78,10.22,High,Yes,Moderate,1,4.2,2.660000000000001,2
U03646,18,Male,7.82,4.3,2.85,5.34,4.86,62,109,9.58,Medium,No,Moderate,1,7.15,1.7599999999999998,2
U03647,30,Male,11.83,4.25,3.12,5.57,5.07,45,49,13.44,High,No,Moderate,1,7.37,1.6099999999999994,2
U03648,34,Female,11.1,5.81,3.4,5.3,9.0,250,124,14.04,Medium,Yes,Moderate,1,9.209999999999999,2.9399999999999995,2
U03649,22,Female,11.39,3.16,3.31,2.98,4.83,135,16,14.23,High,No,Severe,1,6.470000000000001,2.84,3
U03650,31,Other,11.93,5.07,0.4,3.1,5.56,243,170,14.53,Medium,No,Moderate,1,5.470000000000001,2.5999999999999996,2
U03651,32,Male,5.63,1.52,0.69,3.03,8.66,157,164,8.22,High,No,Mild,0,2.21,2.5900000000000007,1
U03652,29,Female,3.8,3.95,1.54,1.74,5.22,191,78,5.94,High,Yes,None,0,5.49,2.1400000000000006,0
U03653,18,Male,10.94,2.44,2.59,0.84,6.48,185,34,12.32,Low,No,Moderate,1,5.029999999999999,1.3800000000000008,2
U03654,25,Male,3.52,2.19,3.64,1.33,7.73,127,34,5.78,Medium,No,None,0,5.83,2.2600000000000002,0
U03655,34,Other,9.96,1.0,0.5,4.66,7.58,168,19,11.55,High,Yes,Severe,1,1.5,1.5899999999999999,3
U03656,31,Male,6.58,4.14,3.17,1.56,8.87,167,151,7.22,Low,Yes,Severe,1,7.31,0.6399999999999997,3
U03657,26,Female,10.34,1.63,1.0,2.89,4.78,153,142,11.95,High,Yes,Severe,1,2.63,1.6099999999999994,3
U03658,22,Other,5.65,4.36,0.38,2.83,6.24,44,152,7.38,Medium,Yes,Moderate,1,4.74,1.7299999999999995,2
U03659,31,Male,5.57,2.16,2.41,1.61,6.26,80,92,7.38,Low,Yes,Mild,0,4.57,1.8099999999999996,1
U03660,31,Male,9.05,3.58,2.36,3.56,6.07,154,54,10.49,Medium,No,Moderate,1,5.9399999999999995,1.4399999999999995,2
U03661,21,Female,10.75,1.53,2.08,1.22,7.96,235,158,13.53,Medium,No,Moderate,1,3.6100000000000003,2.7799999999999994,2
U03662,18,Female,5.3,1.07,1.77,5.27,5.64,139,123,6.65,Low,Yes,Mild,0,2.84,1.3500000000000005,1
U03663,30,Other,7.64,2.32,3.05,2.77,5.3,142,109,8.32,Low,Yes,Moderate,1,5.369999999999999,0.6800000000000006,2
U03664,22,Female,8.66,2.13,1.04,3.0,7.7,233,98,9.18,Low,No,Severe,1,3.17,0.5199999999999996,3
U03665,28,Male,9.38,5.75,1.94,2.81,6.91,152,91,10.17,High,Yes,Moderate,1,7.6899999999999995,0.7899999999999991,2
U03666,32,Male,6.92,3.22,3.09,1.58,7.23,158,60,9.01,Low,No,Moderate,1,6.3100000000000005,2.09,2
U03667,27,Female,10.43,4.92,2.16,1.15,8.43,189,63,13.13,Low,No,Moderate,1,7.08,2.700000000000001,2
U03668,31,Other,9.3,2.44,1.63,4.94,4.94,185,163,11.44,Low,Yes,Severe,1,4.07,2.139999999999999,3
U03669,32,Other,10.78,3.62,2.64,5.38,7.33,232,162,12.55,High,Yes,Severe,1,6.26,1.7700000000000014,3
U03670,26,Female,5.54,5.91,2.84,4.21,5.11,141,33,6.38,Medium,No,Moderate,1,8.75,0.8399999999999999,2
U03671,30,Other,8.82,5.98,0.78,5.09,4.52,171,39,11.02,Medium,No,Severe,1,6.760000000000001,2.1999999999999993,3
U03672,26,Female,3.13,3.39,2.63,0.66,8.11,244,152,5.12,Low,Yes,None,0,6.02,1.9900000000000002,0
U03673,26,Female,10.45,3.83,3.06,2.29,7.87,28,54,12.69,Low,No,Severe,1,6.890000000000001,2.24,3
U03674,28,Male,4.14,2.79,1.28,2.99,5.08,23,58,5.24,Medium,No,Mild,0,4.07,1.1000000000000005,1
U03675,31,Other,3.39,0.57,0.03,3.69,4.62,242,45,6.05,High,Yes,None,0,0.6,2.6599999999999997,0
U03676,25,Male,3.0,2.33,0.78,3.46,6.96,121,149,5.34,High,Yes,None,0,3.1100000000000003,2.34,0
U03677,24,Female,3.09,0.89,3.94,3.48,8.55,128,161,5.43,Low,Yes,Mild,0,4.83,2.34,1
U03678,30,Other,4.51,2.51,0.28,5.18,7.64,168,158,5.16,Low,Yes,Mild,0,2.79,0.6500000000000004,1
U03679,22,Other,8.58,1.42,3.29,3.77,8.32,59,158,10.1,Medium,Yes,Severe,1,4.71,1.5199999999999996,3
U03680,23,Other,9.33,2.65,2.24,4.74,7.37,158,139,11.44,Medium,No,Severe,1,4.890000000000001,2.1099999999999994,3
U03681,20,Female,3.48,1.27,3.1,1.76,5.58,112,149,5.24,Medium,Yes,None,0,4.37,1.7600000000000002,0
U03682,30,Male,8.89,4.06,3.26,1.04,6.46,189,168,9.46,Medium,No,Severe,1,7.319999999999999,0.5700000000000003,3
U03683,18,Female,9.28,1.32,1.64,2.0,7.13,191,29,12.23,High,No,Moderate,1,2.96,2.950000000000001,2
U03684,32,Female,8.1,3.95,0.63,0.73,6.59,219,145,10.14,High,Yes,Severe,1,4.58,2.040000000000001,3
U03685,26,Other,11.3,0.94,0.28,5.74,8.81,141,175,12.2,Medium,No,Severe,1,1.22,0.8999999999999986,3
U03686,33,Other,5.43,1.92,3.37,3.67,5.28,67,156,8.21,High,No,Mild,0,5.29,2.780000000000001,1
U03687,35,Male,10.56,5.89,1.97,1.52,4.6,34,157,12.65,Low,No,Severe,1,7.859999999999999,2.09,3
U03688,20,Female,8.13,3.24,3.46,5.8,7.46,102,129,9.43,Low,Yes,Severe,1,6.7,1.299999999999999,3
U03689,29,Other,10.86,2.82,0.1,4.28,5.71,229,168,13.18,Low,Yes,Severe,1,2.92,2.3200000000000003,3
U03690,35,Other,4.0,4.79,1.52,1.34,7.67,95,173,6.11,High,No,Severe,1,6.3100000000000005,2.1100000000000003,3
U03691,19,Male,3.04,5.85,1.38,3.65,4.68,249,129,5.8,Medium,No,Severe,1,7.2299999999999995,2.76,3
U03692,29,Other,10.28,3.1,1.94,1.38,5.79,142,139,11.5,Medium,Yes,Moderate,1,5.04,1.2200000000000006,2
U03693,35,Female,4.91,2.92,2.68,3.82,8.75,44,29,5.5,High,No,None,0,5.6,0.5899999999999999,0
U03694,32,Male,5.77,4.74,0.32,0.58,5.69,218,49,6.38,Low,Yes,Moderate,1,5.0600000000000005,0.6100000000000003,2
U03695,28,Female,10.03,3.6,3.5,3.01,5.47,218,125,13.01,High,Yes,Severe,1,7.1,2.9800000000000004,3
U03696,29,Other,11.62,2.48,1.43,1.26,6.79,162,97,14.47,High,No,Moderate,1,3.91,2.8500000000000014,2
U03697,31,Male,9.86,1.97,3.87,3.12,5.26,122,94,12.55,High,No,Moderate,1,5.84,2.6900000000000013,2
U03698,19,Other,3.46,1.47,1.41,2.73,5.69,237,78,4.56,Medium,No,None,0,2.88,1.0999999999999996,0
U03699,26,Male,8.72,5.87,1.14,3.0,5.79,50,94,10.15,Medium,No,Moderate,1,7.01,1.4299999999999997,2
U03700,33,Female,3.36,3.82,1.34,1.08,4.8,46,166,4.84,Low,Yes,Mild,0,5.16,1.48,1
U03701,29,Male,5.93,2.04,0.71,3.38,4.96,68,78,8.64,High,Yes,Mild,0,2.75,2.710000000000001,1
U03702,32,Female,10.62,5.4,2.88,0.95,4.53,47,111,12.22,Medium,No,Moderate,1,8.280000000000001,1.6000000000000014,2
U03703,19,Other,10.47,3.5,3.89,5.26,6.84,174,54,12.07,Medium,Yes,Severe,1,7.390000000000001,1.5999999999999996,3
U03704,26,Female,7.23,5.99,0.82,4.0,7.99,119,147,9.06,Low,No,Moderate,1,6.8100000000000005,1.83,2
U03705,20,Male,9.31,3.4,1.92,3.03,5.88,206,95,11.12,Low,No,Moderate,1,5.32,1.8099999999999987,2
U03706,31,Other,8.71,1.39,0.27,4.32,8.27,208,24,10.81,Low,No,Moderate,1,1.66,2.0999999999999996,2
U03707,20,Other,4.21,2.81,1.48,4.33,6.71,35,50,6.98,High,No,Mild,0,4.29,2.7700000000000005,1
U03708,29,Male,7.84,5.83,1.77,3.65,6.18,242,39,9.94,Medium,Yes,Moderate,1,7.6,2.0999999999999996,2
U03709,33,Other,7.67,2.98,0.84,4.8,7.63,81,104,9.62,Medium,Yes,Mild,0,3.82,1.9499999999999993,1
U03710,25,Female,9.88,5.94,1.31,4.44,5.41,227,109,12.11,Low,Yes,Severe,1,7.25,2.2299999999999986,3
U03711,28,Female,10.53,0.93,0.41,2.61,5.31,199,134,11.7,Low,No,Moderate,1,1.34,1.17,2
U03712,22,Male,7.63,2.76,0.54,4.35,5.19,45,133,8.77,Low,Yes,Mild,0,3.3,1.1399999999999997,1
U03713,30,Other,3.03,3.97,1.94,1.78,5.84,73,68,4.23,Medium,Yes,None,0,5.91,1.2000000000000006,0
U03714,30,Male,11.73,1.64,2.9,2.69,4.83,123,178,12.68,High,No,Moderate,1,4.54,0.9499999999999993,2
U03715,28,Other,4.36,2.48,2.89,0.98,7.55,206,73,7.23,Low,No,None,0,5.37,2.87,0
U03716,24,Other,9.02,5.58,1.46,1.95,7.85,188,94,10.86,Low,No,Moderate,1,7.04,1.8399999999999999,2
U03717,22,Male,10.4,5.95,1.34,4.1,5.19,63,80,10.99,Medium,No,Moderate,1,7.29,0.5899999999999999,2
U03718,30,Other,11.05,5.79,3.97,3.87,4.52,113,150,13.83,Low,No,Severe,1,9.76,2.7799999999999994,3
U03719,23,Male,4.77,0.78,1.97,4.64,6.38,223,72,5.82,Medium,No,Mild,0,2.75,1.0500000000000007,1
U03720,34,Other,6.34,3.55,2.1,1.35,5.67,73,171,8.25,Medium,No,Moderate,1,5.65,1.9100000000000001,2
U03721,35,Female,3.38,5.31,2.87,3.19,8.82,231,66,6.15,Low,No,Moderate,1,8.18,2.7700000000000005,2
U03722,30,Female,3.01,4.21,0.04,1.89,8.48,114,21,3.77,Medium,Yes,Severe,1,4.25,0.7600000000000002,3
U03723,30,Other,6.12,2.28,2.38,3.87,8.85,29,180,7.61,High,No,Moderate,1,4.66,1.4900000000000002,2
U03724,22,Female,4.47,1.43,0.73,1.89,4.58,122,76,6.7,High,Yes,None,0,2.16,2.2300000000000004,0
U03725,33,Male,10.54,1.05,3.39,2.6,5.59,171,35,12.94,Low,No,Moderate,1,4.44,2.4000000000000004,2
U03726,22,Female,7.93,1.1,3.26,1.69,6.99,193,45,9.1,High,Yes,Moderate,1,4.359999999999999,1.17,2
U03727,27,Male,4.23,1.94,2.38,1.44,5.58,58,74,6.46,High,Yes,None,0,4.32,2.2299999999999995,0
U03728,21,Other,4.72,2.96,3.75,1.44,7.47,61,82,6.88,Medium,Yes,Mild,0,6.71,2.16,1
U03729,21,Other,9.43,1.78,0.92,1.39,5.95,117,44,11.52,Medium,No,Moderate,1,2.7,2.09,2
U03730,26,Other,11.05,4.33,1.1,4.54,8.1,93,29,13.8,High,No,Severe,1,5.43,2.75,3
U03731,29,Female,4.94,0.88,1.1,3.54,4.5,139,25,6.93,Medium,Yes,None,0,1.98,1.9899999999999993,0
U03732,19,Male,4.16,5.72,3.64,4.47,6.0,140,56,5.71,Medium,Yes,Severe,1,9.36,1.5499999999999998,3
U03733,22,Male,5.62,4.96,2.67,3.65,7.68,241,131,6.61,High,Yes,Severe,1,7.63,0.9900000000000002,3
U03734,34,Other,4.41,2.04,0.66,1.38,5.34,61,150,7.05,Low,Yes,None,0,2.7,2.6399999999999997,0
U03735,28,Other,4.59,1.4,1.35,5.97,6.23,144,22,7.02,High,No,None,0,2.75,2.4299999999999997,0
U03736,21,Other,11.99,2.15,0.69,2.36,5.22,171,54,13.12,Medium,No,Severe,1,2.84,1.129999999999999,3
U03737,18,Other,7.7,5.03,2.27,3.66,5.52,243,179,9.07,Medium,No,Moderate,1,7.300000000000001,1.37,2
U03738,24,Other,4.77,5.75,1.11,2.44,5.39,107,156,7.32,High,Yes,Moderate,1,6.86,2.5500000000000007,2
U03739,34,Female,7.02,4.04,2.33,4.83,4.86,226,171,7.57,Low,Yes,Severe,1,6.37,0.5500000000000007,3
U03740,35,Male,7.34,3.64,0.24,4.35,5.33,227,137,8.16,Low,Yes,Mild,0,3.88,0.8200000000000003,1
U03741,33,Female,3.04,2.82,3.55,3.57,7.21,97,143,5.6,Medium,No,Mild,0,6.369999999999999,2.5599999999999996,1
U03742,29,Other,4.51,3.91,1.08,1.87,6.15,185,112,7.18,Low,No,None,0,4.99,2.67,0
U03743,22,Male,7.12,5.66,3.74,0.5,5.28,229,48,9.31,Medium,No,Moderate,1,9.4,2.1900000000000004,2
U03744,19,Other,11.03,5.31,1.42,2.76,7.44,38,51,12.59,Medium,No,Severe,1,6.7299999999999995,1.5600000000000005,3
U03745,34,Male,3.24,4.06,2.28,1.96,4.72,100,160,4.75,Medium,Yes,Moderate,1,6.34,1.5099999999999998,2
U03746,31,Male,10.39,1.44,1.16,4.71,7.92,203,54,10.95,Medium,No,Moderate,1,2.5999999999999996,0.5599999999999987,2
U03747,31,Male,8.71,2.12,0.88,5.28,7.63,249,68,10.41,Medium,Yes,Severe,1,3.0,1.6999999999999993,3
U03748,21,Other,3.39,0.86,2.7,5.65,6.9,186,22,5.44,High,No,None,0,3.56,2.0500000000000003,0
U03749,20,Male,9.73,1.52,3.97,1.4,8.37,122,85,11.7,Medium,No,Severe,1,5.49,1.9699999999999989,3
U03750,31,Other,6.94,3.94,1.53,2.05,6.78,180,74,7.53,High,Yes,Moderate,1,5.47,0.5899999999999999,2
U03751,20,Other,9.61,4.52,2.93,1.1,5.82,234,89,11.42,Low,No,Severe,1,7.449999999999999,1.8100000000000005,3
U03752,27,Other,11.48,1.08,2.96,3.15,7.72,187,20,12.04,Medium,Yes,Moderate,1,4.04,0.5599999999999987,2
U03753,19,Other,6.95,4.34,2.75,4.53,8.13,165,59,9.95,Medium,Yes,Moderate,1,7.09,2.999999999999999,2
U03754,31,Female,5.6,5.38,0.34,0.9,6.56,191,85,7.81,Low,Yes,Moderate,1,5.72,2.21,2
U03755,29,Female,10.07,1.69,1.46,3.37,6.55,101,24,11.54,Low,No,Severe,1,3.15,1.4699999999999989,3
U03756,21,Female,5.41,1.96,0.91,5.65,5.99,25,160,6.79,Medium,Yes,Mild,0,2.87,1.38,1
U03757,19,Other,9.17,0.86,3.11,3.47,5.02,105,46,9.96,High,No,Moderate,1,3.9699999999999998,0.7900000000000009,2
U03758,33,Other,10.61,1.91,3.01,3.89,5.68,29,115,11.37,Medium,No,Moderate,1,4.92,0.7599999999999998,2
U03759,26,Male,11.58,5.3,0.75,2.25,5.47,237,24,13.32,Medium,Yes,Moderate,1,6.05,1.7400000000000002,2
U03760,18,Other,6.95,2.27,0.13,4.06,5.88,228,60,8.2,Low,No,Mild,0,2.4,1.2499999999999991,1
U03761,31,Other,9.07,1.21,3.06,1.77,5.56,29,40,11.25,High,Yes,Moderate,1,4.27,2.1799999999999997,2
U03762,21,Other,11.5,4.38,1.08,0.82,8.15,176,144,12.29,High,No,Moderate,1,5.46,0.7899999999999991,2
U03763,22,Female,8.96,5.15,2.57,3.34,6.51,250,93,11.29,Medium,No,Moderate,1,7.720000000000001,2.3299999999999983,2
U03764,26,Female,8.72,2.14,1.32,0.74,6.32,86,180,9.65,Low,No,Severe,1,3.46,0.9299999999999997,3
U03765,26,Female,7.94,5.33,0.15,0.89,7.95,164,178,10.26,High,No,Moderate,1,5.48,2.3199999999999994,2
U03766,24,Male,3.17,2.84,1.88,3.9,5.55,118,131,4.82,Low,Yes,Mild,0,4.72,1.6500000000000004,1
U03767,34,Other,9.22,1.24,3.84,3.27,8.07,182,106,9.93,High,Yes,Moderate,1,5.08,0.7099999999999991,2
U03768,21,Male,11.94,3.0,0.71,3.59,7.52,222,125,13.4,High,No,Moderate,1,3.71,1.4600000000000009,2
U03769,20,Other,7.02,5.86,0.6,4.96,5.96,49,50,8.47,Medium,Yes,Severe,1,6.46,1.450000000000001,3
U03770,31,Female,9.98,5.88,3.4,0.61,5.72,192,76,12.04,High,Yes,Severe,1,9.28,2.0599999999999987,3
U03771,33,Female,4.95,2.77,3.1,2.8,8.5,72,70,7.49,High,No,None,0,5.87,2.54,0
U03772,30,Male,9.32,4.04,1.97,0.55,7.72,110,20,11.14,Low,Yes,Severe,1,6.01,1.8200000000000003,3
U03773,19,Female,7.94,0.74,2.5,1.53,4.72,201,166,10.34,Low,No,Moderate,1,3.24,2.3999999999999995,2
U03774,27,Female,5.8,0.93,2.3,2.08,4.8,52,81,6.83,Low,No,None,0,3.23,1.0300000000000002,0
U03775,18,Other,9.29,3.78,3.01,3.71,8.86,132,117,10.02,Low,Yes,Severe,1,6.789999999999999,0.7300000000000004,3
U03776,35,Female,4.89,3.21,1.05,0.58,5.1,43,130,6.5,High,Yes,None,0,4.26,1.6100000000000003,0
U03777,31,Female,6.95,2.54,3.88,5.98,8.06,91,63,9.51,Medium,Yes,Mild,0,6.42,2.5599999999999996,1
U03778,32,Male,6.19,5.67,3.44,5.41,7.29,33,152,7.31,High,No,Moderate,1,9.11,1.1199999999999992,2
U03779,19,Female,4.92,3.23,2.22,2.93,6.12,121,135,7.8,Low,No,None,0,5.45,2.88,0
U03780,25,Female,5.33,4.34,3.91,2.06,7.19,54,142,5.83,Low,Yes,Moderate,1,8.25,0.5,2
U03781,35,Other,3.4,5.05,0.1,3.21,4.9,20,44,3.91,High,Yes,Moderate,1,5.1499999999999995,0.5100000000000002,2
U03782,22,Other,10.62,1.91,0.39,4.73,4.54,195,172,11.18,Medium,No,Severe,1,2.3,0.5600000000000005,3
U03783,34,Other,7.81,4.88,0.46,2.7,4.88,24,142,10.51,Medium,No,Severe,1,5.34,2.7,3
U03784,19,Other,5.53,4.81,1.16,4.19,8.51,122,34,7.12,High,Yes,Moderate,1,5.97,1.5899999999999999,2
U03785,23,Male,11.87,4.29,3.53,1.23,4.97,107,83,14.32,Low,Yes,Severe,1,7.82,2.450000000000001,3
U03786,23,Other,7.71,2.16,3.18,2.46,5.99,56,38,9.98,High,No,Moderate,1,5.34,2.2700000000000005,2
U03787,34,Male,10.27,5.47,3.49,3.94,8.54,237,64,12.44,Medium,No,Severe,1,8.96,2.17,3
U03788,20,Other,7.79,1.47,2.16,3.56,6.35,220,178,9.05,Medium,Yes,Mild,0,3.63,1.2600000000000007,1
U03789,32,Other,11.14,2.58,2.58,0.7,8.86,35,146,12.46,Medium,Yes,Severe,1,5.16,1.3200000000000003,3
U03790,27,Other,6.99,4.65,0.42,4.43,7.44,66,161,7.53,Low,No,Moderate,1,5.07,0.54,2
U03791,33,Female,7.83,4.88,0.63,1.61,6.3,188,35,9.12,Low,Yes,Severe,1,5.51,1.2899999999999991,3
U03792,30,Other,9.62,5.01,3.73,2.75,4.9,116,124,12.3,High,No,Moderate,1,8.74,2.6800000000000015,2
U03793,27,Other,4.16,2.53,1.69,3.54,7.9,75,157,6.7,Medium,Yes,Mild,0,4.22,2.54,1
U03794,27,Other,8.63,0.6,0.93,3.66,6.3,154,65,11.0,Medium,No,Moderate,1,1.53,2.369999999999999,2
U03795,21,Male,11.99,2.12,2.12,5.98,5.12,202,118,14.47,Low,Yes,Moderate,1,4.24,2.4800000000000004,2
U03796,29,Male,8.97,1.61,1.92,3.06,7.2,46,173,9.58,Medium,No,Severe,1,3.5300000000000002,0.6099999999999994,3
